complex_name,complex_slug,complex_logo_url,region_id,latitude,longitude,partner_name,partner_address,phone_mobile1,phone_mobile2,phone_short,email,website,facebook,instagram,partner_logo_url,initial_payment_pct,mortgage_rate_pct,mortgage_period_years,min_loan_amount,max_loan_amount
Bazis Real Estate,385-bazis-real-estate,https://ipoteka.birbank.az/api/files/dd560bf9-f53e-4f90-8cf8-aa01d95e4fe4.jpg,5,40.382675,49.880703,Bazis Real Estate MMC,"Bakı şəh., Ağ şəhər., Mərkəzi Bulvar küç",0557329992,0557329992,,,www.bazis.az,www.facebook.com/bazis.real.estate,www.instagram.com/bazis.real.estate,https://ipoteka.birbank.az/api/files/ee9426e1-996c-4aa9-bb3c-7c4ec137973d.png,15.0,16.5,20,20000.0,500000.0
Boulevard Residence,234-boulevard-residence,https://ipoteka.birbank.az/api/files/ed3310f8-c183-43fe-bf4a-3f93c3dd1766.png,1,40.33929,49.8325,Best Construction MTK,"Bakı şəhəri, Gülbala Əliyev küçəsi 9",0503154182,,0125056964,,,,,https://ipoteka.birbank.az/api/files/00b67cb8-a89d-4209-9fa3-e0fb604f2f8d.png,15.0,16.5,20,20000.0,500000.0
Best Home MMC,596-best-home-mmc-,https://ipoteka.birbank.az/api/files/8ff166e8-2214-4f19-8592-c579e9818b8d.jpg,102,40.376324,49.977814,Best Home MMC,"Bakı şəhəri, Nərimanov rayonu, Əliyar Əliyev küçəsi (Nərimanov filialı)",0703152222,0708468585,,,besthome.az,,,https://ipoteka.birbank.az/api/files/c9e0332c-4a14-484b-9942-0b91e2195868.jpg,15.0,16.5,20,20000.0,500000.0
Best Home MMC,915-best-home-mmc,https://ipoteka.birbank.az/api/files/ea368393-b36b-4be4-b3e8-67c27f34d767.jpg,5,40.374283,49.96187,Best Home MMC,"Bakı şəhəri, Nərimanov rayonu, Əliyar Əliyev küçəsi (Nərimanov filialı)",0703152222,0708468585,,,besthome.az,,,https://ipoteka.birbank.az/api/files/c9e0332c-4a14-484b-9942-0b91e2195868.jpg,15.0,16.5,20,20000.0,500000.0
Daşınmaz Əmlak Agentliyi,421-dasinmaz-əmlak-agentliyi,https://ipoteka.birbank.az/api/files/00d27f10-07da-43e8-b23d-1c8e31fa09ec.jpg,21,40.40322,49.878384,Best Home MMC,"Bakı şəhəri, Nərimanov rayonu, Əliyar Əliyev küçəsi (Nərimanov filialı)",0703152222,0708468585,,,besthome.az,,,https://ipoteka.birbank.az/api/files/c9e0332c-4a14-484b-9942-0b91e2195868.jpg,15.0,16.5,20,20000.0,500000.0
CASPRO DAŞINMAZ ƏMLAK AGENTLIYI,591-caspro-daşinmaz-əmlak-agentliyi,https://ipoteka.birbank.az/api/files/ad860cde-a56e-436f-b5c1-1835c30c0f97.jpeg,5,40.37838,49.874447,CASPRO DAŞINMAZ ƏMLAK AGENTLIYI,"Bakı, Xətai rayonu,1212-ci məhəllə, 8 Noyabr pr. 15. Azure Biznes Mərkəzi 22-ci mərtəbə,ofis 157. AZ1025",0554886600,,0124886601,,www.caspro.az,https://www.facebook.com/caspro.az/,https://www.instagram.com/caspro.az/,https://ipoteka.birbank.az/api/files/526773f5-8974-477c-bd41-101ef0d4e355.jpeg,30.0,16.5,20,30000.0,500000.0
Turkuaz Yaşayış Kompleksi,831-turkuaz-yasayis-kompleksi,https://ipoteka.birbank.az/api/files/ff30ca99-972d-4abd-854c-2a7a5a6ce5b3.jpg,5,40.37245,49.96257,Cavadxan RB,"Bakı şəh., Xətai ray. Nəsrəddin Tusi küç.293 (Əhmədli Metrosunun yaxınlığı)",0502421122,,,,,,https://www.instagram.com/turkuaz.ahmadli/,https://ipoteka.birbank.az/api/files/b0a298ba-58ed-4c44-8b22-30d37bfd7e37.png,30.0,16.5,20,20000.0,500000.0
,,,,,,City Life MMC,"Yasamal rayonu, Cəfər Cabbarlı küçəsi",0509700088,,,,,,,https://ipoteka.birbank.az/api/files/4b41610d-803c-40af-85d2-1469a6526474.png,20.0,16.5,20,20000.0,500000.0
Cənub MTK Xalqlar,227-cenub-mtk-xalqlar,https://ipoteka.birbank.az/api/files/1eaa7f00-8593-4196-940c-d761534b1a18.jpg,2,40.401962,49.95497,Cənub MTK,"Bakı şəh., Nizami ray., Bəhruz Nuriyev küç., 32",0506070990,,,,,,,https://ipoteka.birbank.az/api/files/temp,30.0,16.5,20,20000.0,500000.0
Delfin MTK,078-delfin-mtk,https://ipoteka.birbank.az/api/files/bd16ddc9-8796-4e39-b7bd-7466f38dc782.jpeg,102,40.386486,49.97525,Delfin MTK,"Bakı şəh., Suraxanı ray., Yeni Günəşli qəs., AB Y/S 117 E",0505518115,,,,,,,https://ipoteka.birbank.az/api/files/29a4a526-d743-496f-9136-8b69f2c138ff.jpeg,30.0,16.5,20,20000.0,500000.0
Draft Construction,317-draft-construction,https://ipoteka.birbank.az/api/files/0dbb7154-9d1a-4552-9f58-7edfe0f1ae0f.png,3,40.3816,49.846245,Draft Construction MMC,"Bakı ş, Azadlıq prosp. 55",0774112211,,,,draft.az,,,https://ipoteka.birbank.az/api/files/76d58596-be6e-48ad-acb3-14a69ddf2a0f.png,30.0,16.5,20,20000.0,500000.0
Elit Park,959-elit-park,https://ipoteka.birbank.az/api/files/temp,6,40.424713,49.855457,Dərnəgül MTK,"Bakı şəh., Yasamal ray., Kamal Rəhimov., ev 15., m 76",0514230505,,0125620330,,www.elitpark.az,www.facebook.com/elitpark.az,www.instagram.com/elitpark_/,https://ipoteka.birbank.az/api/files/06febffc-4ce8-4dc9-a418-6e800817ab37.png,30.0,5.0,20,20000.0,500000.0
Effektparkcom,221-effektparkcom,https://ipoteka.birbank.az/api/files/temp,21,40.39405,49.861103,Effekt İnşaat MTK,"Bakı şəh., Nərimanov rayonu",0555501555,0555501555,,,www.effektpark.com,www.facebook.com/effektpark.az,www.instagram.com/effektparkcom,https://ipoteka.birbank.az/api/files/temp,20.0,16.5,20,30000.0,500000.0
Etibarlı Residence,046-etibarli-residence,https://ipoteka.birbank.az/api/files/2605125a-c078-4524-87cf-d31718d5e89e.PNG,22,40.39782,49.973038,Etibarlı MTK,"Bakı şəh., Qaraçuxur qəs., Əhməd Mehbalıyev 34/36",0553630000,0775220000,,,,,,https://ipoteka.birbank.az/api/files/236b8f88-0725-46e7-8bdc-e4dbd46d537e.png,30.0,16.5,20,30000.0,500000.0
Baku City Residence Koroğlu,547-baku-city-residence-koroglu,https://ipoteka.birbank.az/api/files/temp,21,,,Factor Group S,,0507501121,,,,koroglu.bcr.az,www.facebook.com/bakucityresidence/?modal=admin_todo_tour,www.instagram.com/baku_city_residence/,https://ipoteka.birbank.az/api/files/e06b564f-9791-44ab-a7be-e1b19da193d6.png,,,,,
Fərhad-7,629-ferhad-7,https://ipoteka.birbank.az/api/files/241f53dd-4561-4aa6-9773-645ef6876c68.jpg,6,40.422535,49.812782,Fərhad-7 MTK,"Bakı şəh., Binəqədi ray., 9-cu MKR, 3169-cu məhəllə",0502289444,,,,,,,https://ipoteka.birbank.az/api/files/temp,30.0,16.5,20,20000.0,500000.0
Gold Construction Xətai Filialı,002-gold-construction-xetai-filiali,https://ipoteka.birbank.az/api/files/d720d966-6fa5-4ebc-a17b-a55c9b8553ba.jpg,5,40.385,49.87255,Gold Construction MMC-nin Xətai filialı,"Bakı şəhəri, Xətai rayonu, Ayaz İsmayılov küçəsi 35",0503880012,0502855005,,,goldconstruction.az/,,goldconstruction.az/,https://ipoteka.birbank.az/api/files/80142154-0463-416e-a3f8-9ddc5bdadcfb.png,30.0,16.5,20,30000.0,500000.0
Hüseynoğlu Residence,921-huseynoglu-residence,https://ipoteka.birbank.az/api/files/242f4844-1c9e-40b5-8990-b15bee4a129f.jpg,6,40.41925,49.843052,Hüseynoğlu Residence MTK,"Bakı şəh., Binəqədi ray., 8 MKR, İbrahimpaşa Dadaşov 70A",0504446010,0504447010,,,www.huseynogluresidence.az,https://www.facebook.com/huseynogluresidence,https://www.instagram.com/huseynoglu_residence/?hl=tr,https://ipoteka.birbank.az/api/files/c8f7e7b5-3ef0-4d91-aad4-3363019368cb.png,30.0,16.5,20,20000.0,500000.0
,,,,,,Kristal AA İnşaat MTK,"Xırdalan şəhəri, Məmməd Əmin Rəsulzadə küçəsi 21",0508542444,,,,,,,https://ipoteka.birbank.az/api/files/03bd70b4-ba49-4ce0-b8d6-ebc395cd2213.png,30.0,5.0,20,30000.0,500000.0
LUX  RESİDENCE,069-lux--resi̇dence,https://ipoteka.birbank.az/api/files/3c8a2be5-8cf8-4122-8f0a-810c26bbb88b.jpg,4,40.367176,49.821007,LUX RESİDENCE MMC,"Yasamal ray. Ələsgər Ələkbərov, Mikayıl Müşfiq, Seyfəddin Dağlı, İsmayıl bəy Qutqaşınlı küç. kəsişməsi.",0508090088,,,,,,,https://ipoteka.birbank.az/api/files/ee483e37-02ca-4587-8785-9168e24c2601.jpg,30.0,16.5,20,20000.0,500000.0
Lake City,581-lake-city,https://ipoteka.birbank.az/api/files/5e3a12c5-e04d-4ff2-bf38-1dc093b8c8ef.png,21,40.413555,49.85762,Lake City MTK,"Bakı şəh., Ziya Bünyadov  2036",0555060505,,1505,,,,,https://ipoteka.birbank.az/api/files/c5862282-9a3d-476a-8105-83979aa48fab.png,20.0,16.5,20,20000.0,500000.0
,,,,,,Lider MTK,Sumqayıt şəh. 6 cı mkr.,0553403819,,0124997860,,,,,https://ipoteka.birbank.az/api/files/temp,20.0,5.0,20,20000.0,500000.0
Grand Narimanoff,894-grand-narimanoff,https://ipoteka.birbank.az/api/files/temp,21,40.39387,49.85807,Lider-N MTK,Fəxrəddin Əsədov küçəsi,0997959993,,,,,,,https://ipoteka.birbank.az/api/files/temp,30.0,16.5,20,30000.0,500000.0
"Bakı şəhəri., Binəqədi ray., 7-ci mkr., A.Kunanbayev küç. 135a","622--baki-seheri.,-bineqedi-ray.,-7-ci-mkr.,-a.kunanbayev-kuc.-135a",https://ipoteka.birbank.az/api/files/d2b3ef0a-fa5d-4c12-9d01-ae8653b44843.jpg,6,40.435013,49.85451,MODERN PARK MTK,"Bakı şəh., Binəqədi ray., 7-ci mkr., Abay Kunanbayev küç., 135A",0506005533,0556005533,,,modernpark.az,,,https://ipoteka.birbank.az/api/files/207d522f-77d1-4603-9a9d-be4cac0a0925.jpg,30.0,16.5,20,20000.0,500000.0
Ləhiş Bağları,449-lehis-baglari,https://ipoteka.birbank.az/api/files/90a0773c-153e-455f-bd15-dd8c0263241d.jpg,82,40.566536,49.933384,MP Qrup MMC,"Bakı dairəvi yol, Nardaran qəs., 36-ci dalan.",0502612121,,,,,,,https://ipoteka.birbank.az/api/files/3601be22-bef8-4a26-91cd-61e399495ae2.png,30.0,16.5,20,30000.0,500000.0
Makro Park,918-makro-park,https://ipoteka.birbank.az/api/files/temp,21,,,Makro İnşaat MTK,,0553414488,,,,www.makroinshaat.az,www.facebook.com/MacroInsaatMTK/,www.instagram.com/makroinshaat/,https://ipoteka.birbank.az/api/files/bd3707a9-44cf-4c1e-b5eb-278dca3a292b.jpg,,,,,
Yaşam Boulevard Residence,509-yasam-boulevard-residence,https://ipoteka.birbank.az/api/files/e25b8856-dd74-4854-9d10-dce5ba3c9c97.jpeg,1,40.34229,49.83968,Mənzərə Ş MMC,Qurban Abbasov küçəsi 42,0997113300,0107113300,,,,,,https://ipoteka.birbank.az/api/files/temp,15.0,16.5,20,20000.0,500000.0
Mərtəbələr,749-mertebeler-,https://ipoteka.birbank.az/api/files/d4cacb6c-9df1-44b8-bbe1-44454f3ad991.jpg,21,40.397667,49.86986,Mərtəbələr MMC,"Nərimanov ray, Həsənoğlu 4",,,0123110250,,baku.etagi.com,,,https://ipoteka.birbank.az/api/files/90d83af0-4413-4da8-ac7e-49bd82116817.jpg,15.0,16.5,20,20000.0,500000.0
ParkTown Residence,949-parktown-residence,https://ipoteka.birbank.az/api/files/temp,4,40.38323,49.820305,PARKTOUN MTK,"Bakı ş., Yasamal r, T.Şahbazi  küç ev.99",0504250505,,,,,,,https://ipoteka.birbank.az/api/files/cc2dc4c2-e55d-4414-9958-00463cb67ce9.jpeg,30.0,5.0,20,20000.0,500000.0
Park Avenue Residence,460-park-avenue-residence,https://ipoteka.birbank.az/api/files/5adc21dd-1136-47f6-a027-523d2184e101.jpg,5,40.388443,49.892006,Park Avenue MTK,"Ağ Şəhər, Qarabağ Atları Meydanı",0555050066,0502522500,,,www.parkavenue.az,www.facebook.com/parkavenue2019/,www.instagram.com/parkavenueresidence/,https://ipoteka.birbank.az/api/files/a36ebaf3-d27a-4345-b301-495cbcc5f0ca.jpg,30.0,5.0,20,20000.0,500000.0
Pilot Reisdence,614-pilot-reisdence,https://ipoteka.birbank.az/api/files/temp,3,,,Pilot Hayat MTK,,0508890088,,,,pilothayat.az,www.facebook.com/pilothayatresidence/,www.instagram.com/pilothayat.residence/,https://ipoteka.birbank.az/api/files/8b0e9e6b-113b-479e-9df2-5786e910229f.png,,,,,
East Park,704-east-park,https://ipoteka.birbank.az/api/files/temp,21,,,Poleks MTK,,0502778833,,,,eastpark.az,www.facebook.com/eastpark.az/,www.instagram.com/eastpark.az/,https://ipoteka.birbank.az/api/files/70f252de-6b95-4310-a237-ca37582c997a.jpg,,,,,
Majestic Palace,091-majestic-palace,https://ipoteka.birbank.az/api/files/temp,5,40.386215,49.89042,Prestij-V MTK,"Bakı şəhəri, Ağ şəhər",0505006003,,,,,www.facebook.com/majesticgroup.az/,www.instagram.com/majesticgroup.az/,https://ipoteka.birbank.az/api/files/6cb5078c-3714-4e81-b286-a100beab29c1.PNG,30.0,5.0,20,20000.0,500000.0
,,,,,,Prohome MMC,"Bakı şəh., Səbail ray., Badamdar qəs.",0503447700,,,,,,,https://ipoteka.birbank.az/api/files/283a479a-3c56-46c7-9812-534ca2687b0d.jpg,15.0,5.0,20,20000.0,500000.0
Azadlığ Bağçalı Evlər,838-azadlig-bagcali-evler,https://ipoteka.birbank.az/api/files/temp,21,,,Qaranti-İnşaat-2012 MMC,,0502976464,,*6464,,garantigroup.com.az/project/2,www.facebook.com/GarantiGroup.az/,www.instagram.com/garantigroup.az/,https://ipoteka.birbank.az/api/files/6a40d9f4-5520-4a11-a9f6-86caaa793e3e.jpg,,,,,
,,,,,,RR Constructions MMC,"Bakı şəhəri, Nərimanov r-nu, Mayakovski 8/9-10",0502725500,,,,rrconstructions.az/,rrconstructions.az/,rrconstructions.az/,https://ipoteka.birbank.az/api/files/a7ec844b-f309-4d29-afcb-02b0eb44dbcb.PNG,30.0,5.0,20,30000.0,500000.0
Real Əmlak,780-real-əmlak,https://ipoteka.birbank.az/api/files/9cb6a316-acde-45c8-bfbf-da4d719b8832.jpg,1,40.365234,49.81969,Real Əmlak Daşınmaz Agentliyi,"Mikayıl Müşviq küç. bina10, mən.1",0503943323,0504403323,,,,,,https://ipoteka.birbank.az/api/files/7c24156a-0be3-4f6b-9634-2440ca65000a.png,30.0,5.0,20,30000.0,500000.0
Reca MMC,411-reca-mmc,https://ipoteka.birbank.az/api/files/14936ac0-9dc2-4c00-9c19-97f5713158dd.png,4,40.387913,49.807487,Reca MMC,Yasamal rayonu Həsən bəy Zərdabi prospekti 55/64 / Əsəd Əhmədov küçəsi 22 / Əhmədli metrosu RSD Plaza,0553469696,0993469696,0124323703,,,,,https://ipoteka.birbank.az/api/files/temp,30.0,5.0,20,30000.0,500000.0
Red Baku,022-red-baku,https://ipoteka.birbank.az/api/files/08d1e49d-f3a5-4ffa-8976-139d961042b2.jpg,4,40.385372,49.828682,Red Baku MMC,"Bakı şəh., Yasamal ray., Cəfər Cabbarlı küç., Caspian Plaza",0102504030,0702824400,0123103540,,www.redbaku.az,,,https://ipoteka.birbank.az/api/files/82b4102e-225e-4302-a7d4-9e55078458ba.jpg,15.0,5.0,20,20000.0,500000.0
Bağüstü Park Yaşayış Kompleksi,129-bagustu-park-yasayis-kompleksi,https://ipoteka.birbank.az/api/files/a3f897e2-0836-4548-9130-181cda1dcb7f.PNG,22,40.41414,49.950233,SABAH TİKİNTİ MMC,"BAKI ŞƏH,SABUNÇU RAYONU,BAKIXANOV QƏS,BAĞÜSTÜ KÜÇ,3 Q SAYLI SAHƏ",0702190111,0992292299,,,,,,https://ipoteka.birbank.az/api/files/124ef75a-b587-4770-8e84-3492440f19aa.jpg,30.0,5.0,20,30000.0,500000.0
Şəms Residence,112-şems-residence,https://ipoteka.birbank.az/api/files/5ab36a06-9027-46e9-ab21-bf96fe6b5e07.PNG,102,40.375195,49.97791,SHAMS RESİDENCE (Ana Kür MTK),"Bakı ş., Suraxanı r., Yeni Günəşli qəs., D yaşayış massivi",0555254425,0555254425,,,,https://www.facebook.com/Shamsresidence,https://www.instagram.com/shams.residence,https://ipoteka.birbank.az/api/files/c9b06016-4f60-428f-a303-fcdb34eab1ff.png,30.0,5.0,20,30000.0,500000.0
Servispalace Residence,155-servispalace-residence,https://ipoteka.birbank.az/api/files/947d3f78-50ba-4d48-9e62-08d9cdaff343.PNG,3,40.38838,49.846832,Servis MTK,"Bakı şəh., Ceyhun Hacıbəyli 14",0502494808,,0124406363,,,,www.instagram.com/servispalace.az/,https://ipoteka.birbank.az/api/files/0927d563-ae3c-44ea-b14b-c5bbd35ff2d8.png,30.0,5.0,20,20000.0,500000.0
Əmlak Agentliyi,961-emlak-agentliyi,https://ipoteka.birbank.az/api/files/39865fb0-d4a2-41f2-ae49-144b6a2d5e43.png,4,40.37036,49.817978,TAP Əmlak agentliyi,"Bakı şəh., Yasamal ray., Ələsgər Ələklbərov küç., 507",0559661282,,,,,,,https://ipoteka.birbank.az/api/files/12a39144-4363-4d92-b1e0-344429eb9a93.png,15.0,5.0,20,20000.0,500000.0
Turan+T.T yaşayış binası,810-turan+t.t-yasayis-binasi,https://ipoteka.birbank.az/api/files/b3059c67-dbe2-46ed-8a31-f20d263b37c9.jpg,6,40.421913,49.836197,TURAN+T.T. MTK,"Bakı şəhəri, Binəqədi rayonu, Məsud Davudoğlu küçəsi 32",0505009090,0504884844,,,,,,https://ipoteka.birbank.az/api/files/27ce5c19-699c-49d6-8f26-dedb2f84f3d1.png,30.0,5.0,20,20000.0,500000.0
Rieltor,684-rieltor,https://ipoteka.birbank.az/api/files/dee619bc-0645-470e-9b57-42d64a8f6ff0.png,3,40.38003,49.85327,Vip House,Bakı ş.Nəsimi r-nu D.Əliyeva küç.243,0555557179,,,,,,,https://ipoteka.birbank.az/api/files/f96cfe1d-d13c-4869-9cc4-5e0749e63ee0.jpg,20.0,5.0,20,30000.0,500000.0
Vətən-2022,628-veten-2022,https://ipoteka.birbank.az/api/files/f799b59c-59cd-4be1-bb32-728ad544c95c.jpg,102,40.380154,49.97821,Vətən 2022 MMC,"Bakı şəh., Suraxanı ray., Yeni Günəşli qəs., S.Cəfərov küç. ilə Mərkəzi küç.-in kəsişməsi",0554415050,0554415050,,,,,,https://ipoteka.birbank.az/api/files/9c3d848a-6548-45f1-add3-647d919c2ba9.jpg,15.0,5.0,20,20000.0,500000.0
28 Residence,707-28-residence,https://ipoteka.birbank.az/api/files/0eef0d27-0064-4c1a-ab13-045318984cc9.jpg,3,40.38393,49.846878,Winter City Group,"Bakı şəh., Mirəli Qaşqay və Sahib Zeynalov küçələrinin kəsişməsi",0502711155,0552022211,0505055522,,,,,https://ipoteka.birbank.az/api/files/334f066b-1d1e-4910-99c7-5cfdf6f01185.png,30.0,5.0,20,20000.0,500000.0
Malibo,888-malibo,https://ipoteka.birbank.az/api/files/6c2a2c0b-8606-423e-acd2-4ee7259e2921.png,3,40.3795,49.836464,Winter City Group,"Bakı şəh., Mirəli Qaşqay və Sahib Zeynalov küçələrinin kəsişməsi",0502711155,0552022211,0505055522,,,,,https://ipoteka.birbank.az/api/files/334f066b-1d1e-4910-99c7-5cfdf6f01185.png,30.0,5.0,20,20000.0,500000.0
Grand Plaza,773-grand-plaza,https://ipoteka.birbank.az/api/files/ab7a6ab9-2902-4b15-a37d-fb8e8d22a340.png,3,40.392883,49.839233,Winter City Group,"Bakı şəh., Mirəli Qaşqay və Sahib Zeynalov küçələrinin kəsişməsi",0502711155,0552022211,0505055522,,,,,https://ipoteka.birbank.az/api/files/334f066b-1d1e-4910-99c7-5cfdf6f01185.png,30.0,5.0,20,20000.0,500000.0
Xəmsə Palace,270-xemse-palace,https://ipoteka.birbank.az/api/files/f610ecb9-be84-4d28-81a3-bbe95cae6c12.jpeg,6,40.43067,49.842655,Xəmsə Palace 2021 MTK,"Bakı şəhəri, Binəqədi rayonu, Süleyman Sani Axundov küçəsi",0515555065,,,,,Xemse Palace,xemsepalace,https://ipoteka.birbank.az/api/files/19c3797a-2d6d-4774-9db8-70c1dc9ab7a1.png,30.0,5.0,20,20000.0,500000.0
Belvedere Residence,375-belvedere-residence,https://ipoteka.birbank.az/api/files/temp,4,,,Yasamal M MMC,,0552400073,,,,,,,https://ipoteka.birbank.az/api/files/temp,,,,,
İnci Residence,213-i̇nci-residence,https://ipoteka.birbank.az/api/files/temp,102,40.37989,49.98243,İB.İN.M-İNŞAAT MTK,"Bakı şəh., Suraxanı ray., Yeni Günəşli qəsəbəsi, “V” yaşayış sahəsi, bina 12E",0507547414,,,,,,,https://ipoteka.birbank.az/api/files/8d90be58-781e-4443-ab62-b5e440fb3bc0.png,30.0,5.0,20,30000.0,500000.0
Daşınmaz əmlak agentliyi,570-dasinmaz-emlak-agentliyi,https://ipoteka.birbank.az/api/files/2d666451-a9bc-4db5-bea2-f353760837e9.png,3,40.377735,49.838562,İPOTEKA GROUP MMC,"Bakı şəhəri, Füzuli 49, SKS Plaza",0554444147,,,,,,,https://ipoteka.birbank.az/api/files/a912b898-0e3f-498a-a1f5-5ddfbef59c4e.png,30.0,5.0,20,30000.0,500000.0
Khatai residence,689-khatai-residence,https://ipoteka.birbank.az/api/files/1e8fdd67-3c3a-495a-8e47-817d51170760.PNG,5,40.382263,49.873215,İnter MMC,"Bakı şəh., Xətai ray., Xocalı pr., 1181-ci məhəllə (Xətai m/s ilə üzbəüz)",0502188288,,,,,,,https://ipoteka.birbank.az/api/files/94ef4cf9-f4a4-42a4-a423-957bad539261.png,30.0,5.0,20,30000.0,500000.0
Şahsaray Yaşayış Kompleksi,011-şahsaray-yasayis-kompleksi,https://ipoteka.birbank.az/api/files/temp,162,40.698257,46.373882,Şahsaray Yaşayış Kompleksi,"Kəpəz rayonu, Ü.Hacıbəyov küçəsi ilə Ş.İ.Xətai prospektinin kəsişməsi",0505179080,,,,,shahsaray.residence,shahsaray.yk/,https://ipoteka.birbank.az/api/files/temp,30.0,5.0,20,30000.0,500000.0
